model,charger_id,make,model_variant,price,price_src,amps,form_factor,cord_length,home_outlet,plug_types,wifi,warranty,safe_outdoors,made_in_america,details_link,spec_src,img,has_discount,discount_value,discount_code,certifications,volts_ac,kw_ac,incentives
Portable EV Charger,Splitvolt_Portable_EV_Charger_40A_14-50_26ft,Splitvolt,NEMA 14-50 26ft,310,https://splitvolt.com/collections/all/products/cgb-nema-14-50-40-amp,40.0,Portable,26,14-50,J1772,False,1,False,False,https://splitvolt.com/collections/all/products/cgb-nema-14-50-40-amp?variant=40763999879308,https://splitvolt.com/collections/all,https://assets.zappyride.com/img/chargers/Splitvolt%20Portable%20EV%20Charger%2040A%2014-50%2026ft.png,False,0,,cETL,240.0,9.6,[]
HQ 200,Blink_HQ_200,Blink,,699,https://blinkcharging.com/products/hq-200-residential-ev-charging-station/,50.0,Wall mounted,23,Hardwired,J1772,True,1,True,True,https://blinkcharging.com/products/hq-200-residential-ev-charging-station/,https://blinkcharging.com/products/family-of-ev-charging-stations/,https://assets.zappyride.com/img/chargers/Blink%20HQ%20200.png,False,0,,"CSA, NEC, RoHS, UL",240.0,12.0,[]
BS20-Basic,BESEN_Basic_EV_Charger_1_Phase,BESEN,1 Phase,249,https://evcharger.en.made-in-china.com/product/pjGxqgyvCSkt/China-Besen-Electric-Car-Charging-Station-with-Type-2-Plug.html,32.0,Wall mounted,20,Hardwired,J1772,False,1,True,False,https://www.besen-group.com/product/besen-basic-ev-charger/,https://www.besen-group.com/product-category/ev-charger/,https://assets.zappyride.com/img/chargers/BESEN%20Basic%20EV%20Charger%201%20Phase.png,False,0,,"CE, CSA, ETL, FCC, RoHS, UL",220.0,7.2,[]
BS20-Basic,BESEN_Basic_EV_Charger_3_Phase,BESEN,3 Phase,259,https://evcharger.en.made-in-china.com/product/EdqfVzcGOuha/China-32A-Besen-Home-Evse-Wallbox-22kw-EV-Charger.html,32.0,Wall mounted,20,Hardwired,J1772,False,1,True,False,https://www.besen-group.com/product/besen-basic-ev-charger/,https://www.besen-group.com/product-category/ev-charger/,https://assets.zappyride.com/img/chargers/BESEN%20Basic%20EV%20Charger%203%20Phase.png,False,0,,"CE, CSA, ETL, FCC, RoHS, UL",220.0,22.0,[]
BS20-APP,BESEN_Basic_EV_Charger_APP_1_Phase,BESEN,1 Phase,249,https://evcharger.en.made-in-china.com/product/pjGxqgyvCSkt/China-Besen-Electric-Car-Charging-Station-with-Type-2-Plug.html,32.0,Wall mounted,20,Hardwired,J1772,False,1,True,False,https://www.besen-group.com/product/besen-ev-charger-with-mobile-app/,https://www.besen-group.com/product-category/ev-charger/,https://assets.zappyride.com/img/chargers/BESEN%20Basic%20EV%20Charger%20APP%201%20Phase.png,False,0,,"CE, CSA, ETL, FCC, RoHS",220.0,7.2,[]
BS20-APP,BESEN_Basic_EV_Charger_APP_3_Phase,BESEN,3 Phase,259,https://evcharger.en.made-in-china.com/product/EdqfVzcGOuha/China-32A-Besen-Home-Evse-Wallbox-22kw-EV-Charger.html,32.0,Wall mounted,20,Hardwired,J1772,False,1,True,False,https://www.besen-group.com/product/besen-ev-charger-with-mobile-app/,https://www.besen-group.com/product-category/ev-charger/,https://assets.zappyride.com/img/chargers/BESEN%20Basic%20EV%20Charger%20APP%203%20Phase.png,False,0,,"CE, CSA, ETL, FCC, RoHS",220.0,22.0,[]
Morec EV Sae J1772 40A with APP Supports,Morec_40A_9.6kW_14-50_Wallbox_EV_Charger,Morec,40A 9.6kW,500,https://www.morec-evse.com/products/morec-ev-sae-j1772-40a-with-app-supports-bluetooth-and-wifi-connection-ac-charging-station?variant=43853684736259,40.0,Wall mounted,20,14-50,J1772,True,2,True,False,https://www.morec-evse.com/products/morec-ev-sae-j1772-40a-with-app-supports-bluetooth-and-wifi-connection-ac-charging-station?variant=43853684736259,https://www.morec-evse.com/collections/portable-ev-charger,https://assets.zappyride.com/img/chargers/Morec%2040A%209.6kW%2014-50%20Wallbox%20EV%20Charger.png,False,0,,"CE, CSA",220.0,9.6,[]
Morec Sae J1772 AC Protable Ev Charger,Morec_40A_9.6kW_14-50_Portable_EV_Charger,Morec,40A,319,https://www.morec-evse.com/products/morec-sae-j1772-ac-protable-ev-charger-cable-with-nema-6-50-14-50-plug,40.0,Portable,20,14-50,J1772,False,2,True,False,https://www.morec-evse.com/products/morec-sae-j1772-ac-protable-ev-charger-cable-with-nema-6-50-14-50-plug,https://www.morec-evse.com/collections/portable-ev-charger,https://assets.zappyride.com/img/chargers/Morec%2040A%209.6kW%2014-50%20Portable%20EV%20Charger.png,False,0,,CE,220.0,9.6,[]
Home Flex,ChargePoint_Home_Flex_14-50_6-50,ChargePoint,14-50 6-50,699,https://www.chargepoint.com/drivers/home/chargepoint-home-flex,50.0,Wall mounted,23,"6-50, 14-50",J1772,True,3,True,True,https://www.chargepoint.com/drivers/home/chargepoint-home-flex,https://www.chargepoint.com/drivers/,https://assets.zappyride.com/img/chargers/ChargePoint%20Home%20Flex%2014-50%206-50.png,False,0,,"cUL, Energy Star, UL",240.0,12.0,[]
EV Charger,Morec_16-24-32A_7.2kW_14-50_EV_Charger,Morec,16/24/32A 7.2kW,220,https://www.morec-evse.com/products/morec-sae-j1772-level-2-ev-portable-charger-with-nema14-50-plug-20-feet-ev-charging-box-32a-200v-240v?variant=43459292496131,32.0,Wall mounted,20,14-50,J1772,False,2,True,False,https://www.morec-evse.com/products/morec-sae-j1772-level-2-ev-portable-charger-with-nema14-50-plug-20-feet-ev-charging-box-32a-200v-240v?variant=43459292496131,https://www.morec-evse.com/collections/all,https://assets.zappyride.com/img/chargers/Morec%2016-24-32A%207.2kW%2014-50%20EV%20Charger.png,False,0,,"CE, CSA",240.0,7.2,[]
EV Charger,Morec_16A_3.6kW_6-20_EV_Charger,Morec,16A 3.6kW,160,https://www.morec-evse.com/products/morec-15-amps-level-1-ev-portable-charger-nema5-15-plug-20-feet-ev-charging-box-100v-120v?variant=43809512554755,16.0,Wall mounted,20,6-20,J1772,False,2,True,False,https://www.morec-evse.com/products/morec-15-amps-level-1-ev-portable-charger-nema5-15-plug-20-feet-ev-charging-box-100v-120v?variant=43809512554755,https://www.morec-evse.com/collections/all,https://assets.zappyride.com/img/chargers/Morec%2016A%203.6kW%206-20%20EV%20Charger.png,False,0,,"CE, CSA",240.0,3.6,[]
MUSTART Portable EV Charger,MUSTART_Level_2_EV_Charger_40A_NEMA_14-50_240V_9.6kW,MUSTART,40A 9.6kW,319,https://www.mustartpower.com/collections/us-type-1-ev-charger/products/mustart-level-2-portable-ev-charger-240-volt-25ft-cable-40-amp-electric-vehicle-charger-plug-in-ev-charging-station-with-nema-14-50p-update-version,40.0,Portable,25,14-50,J1772,False,2,True,True,https://www.mustartpower.com/collections/us-type-1-ev-charger/products/mustart-level-2-portable-ev-charger-240-volt-25ft-cable-40-amp-electric-vehicle-charger-plug-in-ev-charging-station-with-nema-14-50p-update-version,https://www.mustartpower.com/collections/us-type-1-ev-charger,https://assets.zappyride.com/img/chargers/MUSTART%20Level%202%20EV%20Charger%2040A%20NEMA%2014-50%20240V%209.6kW.png,False,0,,UL,240.0,9.6,[]
MUSTART Portable EV Charger,MUSTART_Level_2_EV_Charger_16-25-40_Amp_Adjustable_NEMA _14-50_240V,MUSTART,16/25/40 14-50,329,https://www.mustartpower.com/collections/us-type-1-ev-charger/products/mustart-level-2-ev-charger-15-25-40-amp-adjustable-nema-14-50-240v-25ft-portable-outdoor-use,40.0,Portable,25,14-50,J1772,False,2,True,True,https://www.mustartpower.com/collections/us-type-1-ev-charger/products/mustart-level-2-ev-charger-15-25-40-amp-adjustable-nema-14-50-240v-25ft-portable-outdoor-use,https://www.mustartpower.com/collections/us-type-1-ev-charger,https://assets.zappyride.com/img/chargers/MUSTART%20Level%202%20EV%20Charger%2016-25-40%20Amp%20Adjustable%20NEMA%20%2014-50%20240V.png,False,0,,UL,240.0,9.6,[]
TRAVELMASTER,MUSTART_Level_2_EV_Charger_15-32_Amp_Adjustable_5-15_14-50_Travelmaster_GEN2,MUSTART,TRAVELMASTER GEN 2,379,https://www.mustartpower.com/collections/us-type-1-ev-charger/products/mustart-level-2-travelmaster-ev-charger-gen-2-32a-nema-5-15-15a-120v-14-50-32a-240v-7-68kw-25ft-portable-outdoor-use-intelligent-plug-identification-auto-adjust-max-safe-current-%E7%9A%84%E5%89%AF%E6%9C%AC,32.0,Portable,25,14-50,J1772,False,2,True,True,https://www.mustartpower.com/collections/us-type-1-ev-charger/products/mustart-level-2-travelmaster-ev-charger-gen-2-32a-nema-5-15-15a-120v-14-50-32a-240v-7-68kw-25ft-portable-outdoor-use-intelligent-plug-identification-auto-adjust-max-safe-current-%E7%9A%84%E5%89%AF%E6%9C%AC,https://www.mustartpower.com/collections/us-type-1-ev-charger,https://assets.zappyride.com/img/chargers/MUSTART%20Level%202%20EV%20Charger%2015-32%20Amp%20Adjustable%205-15%2014-50%20Travelmaster%20GEN2.png,False,0,,ETL,240.0,7.68,[]
MUSTART - Level 2 Smart EV Charger,MUSTART_Level_2_Smart_EV_Charger_16-25-32-40_SMART_APP,MUSTART,SMART APP,379,https://www.mustartpower.com/collections/us-type-1-ev-charger/products/mustart-level-2-smart-ev-charging-station-16-25-32-40-amp-adjustable-nema-14-50-240v-7-68kw-25ft-wallbox-app-remote-control-indoor-outdoor-use,40.0,Wall mounted,25,14-50,J1772,True,2,True,True,https://www.mustartpower.com/collections/us-type-1-ev-charger/products/mustart-level-2-smart-ev-charging-station-16-25-32-40-amp-adjustable-nema-14-50-240v-7-68kw-25ft-wallbox-app-remote-control-indoor-outdoor-use,https://www.mustartpower.com/collections/us-type-1-ev-charger,https://assets.zappyride.com/img/chargers/MUSTART%20Level%202%20Smart%20EV%20Charger%2016-25-32-40%20SMART%20APP.png,False,0,,ETL,240.0,7.68,[]
MUSTART - Level 2 Smart EV Charger,MUSTART_Level_2_Smart_EV_Charger_16-25-32_Amp_Adjustable_NEMA _14-50_7.68kW,MUSTART,16/25/32 7.68kW,349,https://www.mustartpower.com/collections/us-type-1-ev-charger/products/mustart-level-2-smart-ev-charging-station-16-25-32-amp-adjustable-nema-14-50-240v-7-68kw-25ft-wallbox-app-remote-control-indoor-outdoor-use-%E7%9A%84%E5%89%AF%E6%9C%AC,32.0,Wall mounted,25,14-50,J1772,True,2,True,True,https://www.mustartpower.com/collections/us-type-1-ev-charger/products/mustart-level-2-smart-ev-charging-station-16-25-32-amp-adjustable-nema-14-50-240v-7-68kw-25ft-wallbox-app-remote-control-indoor-outdoor-use-%E7%9A%84%E5%89%AF%E6%9C%AC,https://www.mustartpower.com/collections/us-type-1-ev-charger,https://assets.zappyride.com/img/chargers/MUSTART%20Level%202%20Smart%20EV%20Charger%2016-25-32%20Amp%20Adjustable%20NEMA%20%2014-50%207.68kW.png,False,0,,ETL,240.0,7.68,[]
MUSTART Portable EV Charger,MUSTART_Level_2_EV_Charger_15-25-32_Amp_Adjustable_NEMA _14-50_240V_25ft,MUSTART,15/25/32 14-50,299,https://www.mustartpower.com/collections/us-type-1-ev-charger/products/mustart-level-2-ev-charger-15-25-32-amp-adjustable-nema-14-50-240v-25ft-portable-outdoor-use,32.0,Portable,25,14-50,J1772,False,2,True,True,https://www.mustartpower.com/collections/us-type-1-ev-charger/products/mustart-level-2-ev-charger-15-25-32-amp-adjustable-nema-14-50-240v-25ft-portable-outdoor-use,https://www.mustartpower.com/collections/us-type-1-ev-charger,https://assets.zappyride.com/img/chargers/MUSTART%20Level%202%20EV%20Charger%2015-25-32%20Amp%20Adjustable%20NEMA%20%2014-50%20240V%2025ft.png,False,0,,ETL,240.0,7.68,[]
WB-SP2-AC2.0,Vevor_Portable_EV_Charger_32A,Vevor,,172,https://www.amazon.com/VEVOR-Level-EV-Charger-Adjustable/dp/B09YTY5DDT?th=1,32.0,Portable,25,14-50,J1772,False,1,True,False,https://www.amazon.com/VEVOR-Level-EV-Charger-Adjustable/dp/B09YTY5DDT?th=1,https://m.media-amazon.com/images/I/91ZO7J5j0fL.pdf,https://assets.zappyride.com/img/chargers/Vevor%20Portable%20EV%20Charger%2032A.png,False,0,,"CE, RoHS",240.0,7.68,[]
EV-A01-US01,Vevor_EV_Charger_48A_14-50,Vevor,,501,https://www.amazon.com/Level-Certified-Electric-Vehicle-Charging/dp/B0BYD8M4ZB?th=1,48.0,Wall mounted,24,14-50,J1772,True,1,True,False,https://www.amazon.com/Level-Certified-Electric-Vehicle-Charging/dp/B0BYD8M4ZB?th=1,https://m.media-amazon.com/images/I/B11wH7uTmRL.pdf,https://assets.zappyride.com/img/chargers/Vevor%20EV%20Charger%2048A%2014-50.png,False,0,,"Energy star, ETL",240.0,11.5,[]
EV300,Bosch_EV300_EV_Charger,Bosch,,966,https://www.boschevsolutions.com/charging-stations/ev300-level-2-ev-charging-station?sku=EV300,32.0,Wall mounted,25,Hardwired,J1772,False,3,True,False,https://www.boschevsolutions.com/charging-stations/ev300-level-2-ev-charging-station?sku=EV300,https://www.boschevsolutions.com/commercial-public-charging,https://assets.zappyride.com/img/chargers/Bosch%20EV300%20EV%20Charger.png,False,0,,UL,240.0,7.6,[]
Portable EV Charger,Couplago_Portable_9.6kW_EV_Charger_14-50,Couplago,9.6kW,499,https://evadept.com/p/couplago-level-1-and-level-2-portable-ev-charger-9-6-kw-120-240volt-coup40/#dynamic_blocks2,40.0,Portable,27,14-50,J1772,False,1,True,True,https://evadept.com/p/couplago-level-1-and-level-2-portable-ev-charger-9-6-kw-120-240volt-coup40/#dynamic_blocks2,https://evadept.com/,https://assets.zappyride.com/img/chargers/Couplago%20Portable%209.6kW%20EV%20Charger%2014-50.png,False,0,,UL,240.0,9.6,[]
Portable EV Charger,Couplago_Portable_12-16-24-32A_7.6kW_EV_Charger,Couplago,7.6kW Adjustable amperage,286,https://evadept.com/p/couplago-level-2-portable-ev-charger-7-7-kw-240volt-21ft-6m-cable-coup32/,32.0,Portable,25,14-50,J1772,False,1,True,True,https://evadept.com/p/couplago-level-2-portable-ev-charger-7-7-kw-240volt-21ft-6m-cable-coup32/,https://evadept.com/,https://assets.zappyride.com/img/chargers/Couplago%20Portable%2012%2016%2024%2032A%207.6kW%20EV%20Charger.png,False,0,,UL,240.0,7.6,[]
Portable EV Charger,Webasto_GO_Dual_Portable_EV_Charger_14-50_7.7kW,Webasto,,549,https://store.evsolutions.com/webasto-go---dual-voltage-portable-cordset-p124.aspx,32.0,Portable,20,14-50,J1772,True,3,True,False,https://store.evsolutions.com/webasto-go---dual-voltage-portable-cordset-p124.aspx,https://store.evsolutions.com/webasto-go---dual-voltage-portable-cordset-p124.aspx,https://assets.zappyride.com/img/chargers/Webasto%20GO%20Dual%20Portable%20EV%20Charger%2014-50%207.7kW.png,False,0,,"ETL, UL",240.0,7.7,[]
32A,YEAHCO_40A_EV_Charger,YEAHCO,,600,https://www.amazon.com/YEAHCO-Electric-Certified-Portable-Charging/dp/B09TD86JMP,40.0,Portable,21,14-50,J1772,True,3,True,True,https://www.amazon.com/YEAHCO-Electric-Certified-Portable-Charging/dp/B09TD86JMP,https://www.amazon.com/YEAHCO-Electric-Certified-Portable-Charging/dp/B09TD86JMP,https://assets.zappyride.com/img/chargers/YEAHCO%2040A%20EV%20Charger.png,False,0,,UL,240.0,10.0,[]
48A,Emporia_Energy_EV_Charger_48A,Emporia Energy,,399,https://shop.emporiaenergy.com/collections/ev-chargers/products/smart-home-ev-charger-ul-listed,48.0,Wall mounted,24,14-50,J1772,True,3,True,True,https://shop.emporiaenergy.com/collections/ev-chargers/products/smart-home-ev-charger-ul-listed,https://shop.emporiaenergy.com/collections/ev-chargers,https://assets.zappyride.com/img/chargers/Emporia%20Energy%20EV%20Charger%2048A.png,False,0,,"Energy Star, UL",240.0,11.5,[]
32A,OMT_32A_EV_Charger,OMT,,230,https://orionmotortech.com/products/level-2-ev-charger-qcw-3276-us,32.0,Portable,25,14-50,J1772,False,1,True,True,https://orionmotortech.com/products/level-2-ev-charger-qcw-3276-us,https://orionmotortech.com/,https://assets.zappyride.com/img/chargers/OMT%2032A%20EV%20Charger.png,False,0,,"CE, TUV",240.0,7.2,[]
Wall Charger,EV_Gear_9.7kW_40A_EV_Charger,EV Gear,,330,https://www.amazon.com/EV-Gear-Charging-Electric-Compatible/dp/B07YF41Q6X/ref=sr_1_1?c=ts&keywords=Electric+Vehicle+Charging+Stations&qid=1686564592&refinements=p_89%3AEV+Gear&s=automotive&sr=1-1&ts_id=7427415011,40.0,Wall mounted,26,14-50,J1772,True,3,True,False,https://www.amazon.com/EV-Gear-Charging-Electric-Compatible/dp/B07YF41Q6X/ref=sr_1_1?c=ts&keywords=Electric+Vehicle+Charging+Stations&qid=1686564592&refinements=p_89%3AEV+Gear&s=automotive&sr=1-1&ts_id=7427415011,https://www.amazon.com/s?k=EV+Gear,https://assets.zappyride.com/img/chargers/EV%20Gear%209.7kW%2040A%20EV%20Charger.png,False,0,,"CE, TUV",240.0,9.7,[]
iEVSE,EvoCharge_iEVSE_40A,EvoCharge,40A,669,https://evocharge.com/product/evocharge-40-amp-ievse-home/,40.0,Wall mounted,25,"6-50, Hardwired",J1772,True,3,True,True,https://evocharge.com/product/evocharge-40-amp-ievse-home/,https://evocharge.com/product/evocharge-40-amp-ievse-home/,https://assets.zappyride.com/img/chargers/EvoCharge%20iEVSE%2040A.png,False,0,,"cUL, UL",240.0,9.6,[]
EVC04-AC7,Vestel_EVC04_AC7_EV_Charger,Vestel,,249,Estimated,32.0,Pedestal,16,Hardwired,J1772,True,2,True,False,https://vestelinternational.com/en/ev-charger,https://vestelinternational.com/en/ev-charger,https://assets.zappyride.com/img/chargers/Vestel%20EVC04%20AC7%20EV%20Charger.png,False,0,,"CE, REACH, RoHS, UL",230.0,7.4,[]
EVC05-AC22,Vestel_EVC05_AC22_EV_Charger,Vestel,,550,Estimated,32.0,Cabinet,16,Hardwired,"J1772,Mennekes",True,2,True,False,https://vestelinternational.com/en/ev-charger,https://vestelinternational.com/en/ev-charger,https://assets.zappyride.com/img/chargers/Vestel%20EVC05%20AC22%20EV%20Charger.png,False,0,,"CE, REACH, RoHS, UL",,,[]
EVC10,Vestel_EVC10_AC_Charger_Type2_7.4kW,Vestel,7.4kW,349,Estimated,32.0,Pedestal,16,Hardwired,J1772,True,2,True,False,https://vestelinternational.com/en/ev-charger,https://vestelinternational.com/en/ev-charger,https://assets.zappyride.com/img/chargers/Vestel%20EVC10%20AC%20Charger%20Type2%207.4kW.png,False,0,,"CE, REACH, RoHS",230.0,7.4,[]
EVC10,Vestel_EVC10_AC_Charger_Type2_11kW,Vestel,11kW,449,Estimated,32.0,Pedestal,16,Hardwired,J1772,True,2,True,False,https://vestelinternational.com/en/ev-charger,https://vestelinternational.com/en/ev-charger,https://assets.zappyride.com/img/chargers/Vestel%20EVC10%20AC%20Charger%20Type2%2011kW.png,False,0,,"CE, REACH, RoHS",400.0,11.0,[]
EVC10,Vestel_EVC10_AC_Charger_Type2_22kW,Vestel,22kW,549,Estimated,32.0,Pedestal,16,Hardwired,J1772,True,2,True,False,https://vestelinternational.com/en/ev-charger,https://vestelinternational.com/en/ev-charger,https://assets.zappyride.com/img/chargers/Vestel%20EVC10%20AC%20Charger%20Type2%2022kW.png,False,0,,"CE, REACH, RoHS",400.0,22.0,[]
Plug-In Home,Legrand_Plug-In_Home_Level2_EV_Charger,Legrand,9.6kW,475,https://www.legrand.us/wire-and-cable-management/ev-chargers/home-ev-chargers/plug-in-home-level-2-ev-charger/p/l2evse40acp1450,40.0,Wall mounted,18,Hardwired,J1772,False,1,True,False,https://www.legrand.us/wire-and-cable-management/ev-chargers/plug-in-home-level-2-ev-charger/p/l2evse40acp1450,https://www.legrand.us/wire-and-cable-management/c/lgnd090000,https://assets.zappyride.com/img/chargers/Legrand%20Plug-In%20Home%20Level2%20EV%20Charger.png,False,0,,"cETL, Energy Star, ETL, FCC, IC, RoHS",240.0,9.6,[]
Spectrum GWI,Gateway_International_360_EV50_32A_charger,Gateway International 360,EV50,799,Estimate,32.0,Portable,16,Hardwired,J1772,False,3,True,True,http://www.gatewayintl360.com/ac-ev-chargers,http://www.gatewayintl360.com/sites/default/files/productfiles/SpecSheet_GW-EV50_0.pdf,https://assets.zappyride.com/img/chargers/Gateway%20International%20360%20EV50%2032A%20charger.png,False,0,,UL,240.0,9.6,[]
Spectrum GWI,Gateway_International_360_EV200_40A_charger,Gateway International 360,EV200,899,Estimate,40.0,Wall mounted,16,Hardwired,J1772,True,3,True,True,http://www.gatewayintl360.com/products/residential-light-commercial-ev-chargers/gw-ev200-level-2-wall-single-port-led,http://www.gatewayintl360.com/products/residential-light-commercial-ev-chargers/gw-ev200-level-2-wall-single-port-led,https://assets.zappyride.com/img/chargers/Gateway%20International%20360%20EV200%2040A%20charger.png,False,0,,"CE, cETL, Energy Star, ETL, FCC, REACH, RoHS, UL",240.0,9.6,[]
Spectrum GWI,Gateway_International_360_EV260_50A_charger,Gateway International 361,EV260,999,Estimate,48.0,Wall mounted,16,Hardwired,J1772,True,3,True,True,https://drive.google.com/file/d/15BR36AAB-WyeSsKmfmtOSGORXuT41HKG/view?usp=sharing,Placeholder,https://assets.zappyride.com/img/chargers/Gateway%20International%20360%20EV260%2050A%20charger.png,False,0,,"cETL, Energy Star, ETL, FCC, UL",240.0,11.5,[]
Spectrum GWI,Gateway_International_360_EV400_50A_charger,Gateway International 362,EV400,1099,Estimate,50.0,Wall mounted,16,Hardwired,J1772,True,3,True,True,http://www.gatewayintl360.com/products/commercial-public-ev-chargers/gw-ev400-level-2-wall-single-port-lcd,http://www.gatewayintl360.com/sites/default/files/productfiles/SpecSheet_GW-EV400.pdf,https://assets.zappyride.com/img/chargers/Gateway%20International%20360%20EV400%2050A%20charger.png,False,0,,"CE, cETL, Energy Star, ETL, REACH, ROHS, UL",240.0,9.6,[]
EVC-L2-48A-L1-1-4G-D,BreezeEV_P48_48A_AC_Smart_EV_charger,breezeEV,,3017,https://www.productsforautomation.com/breezev-48a-EV-charger-4g-pro-p/evc-l2-48a-l1-1-4g-d-au-p-1.htm,48.0,Wall mounted,25,Hardwired,J1772,False,3,True,True,https://breez-ev.com/commercial,https://breez-ev.com/#products,https://assets.zappyride.com/img/chargers/BreezeEV%20P48%2048A%20AC%20Smart%20EV%20Charger.png,False,0,,"Energy Star, ETL",240.0,11.5,[]
EVC-L2-P80-18-AP1,BreezeEV_P80_80A_AC_EV_charger,breezeEV,,4409,Estimate,80.0,Wall mounted,18,Hardwired,J1772,False,5,True,True,https://breez-ev.com/p80/,https://breez-ev.com/#products,https://assets.zappyride.com/img/chargers/BreezeEV%20P80%2080A%20AC%20EV%20Charger.png,False,0,,"Energy Star, ETL",240.0,19.2,[]
EVC-L2-S48-18,BreezeEV_S48_48A_AC_EV_charger,breezeEV,,599,https://www.productsforautomation.com/breezev-48a-EV-charger-18ft-cable-p/evc-l2-s48-18.htm,48.0,Wall mounted,18,14-50,J1772,False,3,True,True,https://breez-ev.com/s48,https://breez-ev.com/#products,https://assets.zappyride.com/img/chargers/BreezeEV%20S48%2048A%20AC%20EV%20Charger.png,False,0,,"Energy Star, ETL",240.0,11.5,[]
EVC-L2-R40-18,BreezeEV_R40_AC_EV_charger,breezeEV,,746,Estimate,40.0,Wall mounted,18,14-50,J1772,False,3,True,True,https://breez-ev.com/r40-r48/,https://breez-ev.com/#products,https://assets.zappyride.com/img/chargers/BreezeEV%20R40%20AC%20EV%20Charger.png,False,0,,"Energy Star, ETL",240.0,9.6,[]
EVC-L2-R48-18,BreezeEV_R48_AC_EV_charger,breezeEV,,820,Estimate,48.0,Wall mounted,18,14-50,J1772,False,3,True,True,https://breez-ev.com/r40-r48/,https://breez-ev.com/#products,https://assets.zappyride.com/img/chargers/BreezeEV%20R48%20AC%20EV%20Charger.png,False,0,,"Energy Star, ETL",240.0,11.5,[]
SES-EVC-AC48A01HW-U-SHSB,SARIN_Energy_11.5kW_AC_Wall_Mounted_Charger,SARIN Energy,,799,Estimate,48.0,Wall mounted,25,Hardwired,J1772,True,1,True,True,https://sarinenergy.com/ev-chargers/,https://sarinenergy.com/view-all-products/,https://assets.zappyride.com/img/chargers/SARIN%20Energy%2011.5kW%20AC%20Wall%20Mounted%20Charger.png,False,0,,"Energy Star, ETL",250.0,11.5,[]
SES-EVC-AC48A01HW-U-SHSB,SARIN_Energy_11.5kW_AC_Pedestal_Charger,SARIN Energy,,899,Estimate,48.0,Pedestal,25,Hardwired,J1772,True,1,True,True,https://sarinenergy.com/ev-chargers/,https://sarinenergy.com/view-all-products/,https://assets.zappyride.com/img/chargers/SARIN%20Energy%2011.5kW%20AC%20Pedestal%20Charger.png,False,0,,"Energy Star, ETL",250.0,11.5,[]
SES-EVC-DC120KW,SARIN_Energy_120kW_DC_Charger,SARIN Energy,,71036,Estimate,,Cabinet,16,Hardwired,"CCS1,CHAdeMO",True,1,True,True,https://sarinenergy.com/ev-chargers/,https://sarinenergy.com/view-all-products/,https://assets.zappyride.com/img/chargers/SARIN%20Energy%20120kW%20DC%20Charger.png,False,0,,ETL,,,[]
SES-EVC-DC240KW,SARIN_Energy_240kW_DC_Charger,SARIN Energy,,144236,Estimate,,Cabinet,16,Hardwired,"CCS1,CHAdeMO",True,1,True,True,https://sarinenergy.com/ev-chargers/,https://sarinenergy.com/view-all-products/,https://assets.zappyride.com/img/chargers/SARIN%20Energy%20240kW%20DC%20Charger.png,False,0,,ETL,,,[]
A,Zencar_Model_A_3.6kW_16A_EV_Charger,Zencar,16A,109,ZenCar Price list 2023.10.pdf,16.0,Portable,23,14-50,J1772,True,1,True,False,1.Zencar Model A.pdf,https://www.zencar.net/ev-charging-level-2/,https://assets.zappyride.com/img/chargers/Zencar%20Model%20A%203.6kW%2016A%20EV%20Charger.png,False,0,,CE,230.0,3.6,[]
A,Zencar_Model_A_7.4kW_32A_EV_Charger,Zencar,32A,125,ZenCar Price list 2023.10.pdf,32.0,Portable,23,14-50,J1772,True,1,True,False,1.Zencar Model A.pdf,https://www.zencar.net/ev-charging-level-2/,https://assets.zappyride.com/img/chargers/Zencar%20Model%20A%207.4kW%2032A%20EV%20Charger.png,False,0,,CE,230.0,7.4,[]
C,Zencar_Model_C_11kW_16A_EV_Charger,Zencar,16A,187,ZenCar Price list 2023.10.pdf,16.0,Portable,23,14-50,J1772,False,1,True,False,2.ZenCar Model B&C.pdf,https://www.zencar.net/ev-charging-level-2/,https://assets.zappyride.com/img/chargers/Zencar%20Model%20C%2011kW%2016A%20EV%20Charger.png,False,0,,"CE, RoHS",230.0,11.0,[]
C,Zencar_Model_C_22kW_32A_EV_Charger,Zencar,32A,216,ZenCar Price list 2023.10.pdf,32.0,Portable,23,14-50,J1772,False,1,True,False,2.ZenCar Model B&C.pdf,https://www.zencar.net/ev-charging-level-2/,https://assets.zappyride.com/img/chargers/Zencar%20Model%20C%2022kW%2032A%20EV%20Charger.png,False,0,,"CE, RoHS",230.0,22.0,[]
D,Zencar_Model_D_3.6kW_32A_EV_Charger,Zencar,3.6kW,133,ZenCar Price list 2023.10.pdf,32.0,Portable,23,14-50,J1772,False,1,True,False,4.Zencar Model D.pdf,https://www.zencar.net/ev-charging-level-2/,https://assets.zappyride.com/img/chargers/Zencar%20Model%20D%203.6kW%2032A%20EV%20Charger.png,False,0,,CE,220.0,3.6,[]
D,Zencar_Model_D_7.2kW_32A_EV_Charger,Zencar,7.2kW,151,ZenCar Price list 2023.10.pdf,32.0,Portable,23,14-50,J1772,False,1,True,False,4.Zencar Model D.pdf,https://www.zencar.net/ev-charging-level-2/,https://assets.zappyride.com/img/chargers/Zencar%20Model%20D%207.2kW%2032A%20EV%20Charger.png,False,0,,CE,220.0,7.2,[]
