Station Name,Street Address,City,State,Zip,Latitude,Longitude,EV Connector Types,EV Network,Status,Open Date
Municipalité de Richmond,800 rue Gouin,Richmond,QC,J0B 2H0,45.666163,-72.14623,J1772,Circuit électrique,E,2019-07-17
Municipalité de Rivière-Héva,740 saint-paul nord,Rivière-Héva,QC,J0Y 2H0,48.238161,-78.216673,J1772,Circuit électrique,E,2021-07-16
Municipalité de Rivière-Éternité,418 rue Principale,Rivière-Eternité,QC,G0V 1P0,48.255278,-70.413917,J1772,Circuit électrique,E,2019-08-30
Municipalité de Saint-Adolphe-d'Howard - 1540 Ave du Quai,1540 Avenue du Quai,Saint-Adolphe-d'Howard,QC,J0T 2B0,45.96922,-74.33644,J1772,Circuit électrique,E,2021-07-24
Municipalité de Saint-Adrien,1589 Principale,Saint-Adrien,QC,J0A 1C0,45.8195769,-71.7250025,J1772,Circuit électrique,E,2019-07-17
Municipalité de Saint-Antoine-de-L'Isle-aux-Grues,"233, Chemin du Roi",Saint-Antoine-de-l'Isle-aux-Grues,QC,G0R 1P0,47.07155119999999,-70.53914089999999,J1772,Circuit électrique,E,2019-07-17
Municipalité de Saint-Apollinaire - Bibliothèque,"94, Rue Principale",Saint-Apollinaire,QC,G0S 2E0,46.616139,-71.5092255,J1772,Circuit électrique,E,2023-05-11
Municipalité de Saint-David - Salle communautaire,33 Principale,Saint-David,QC,J0G 1L0,45.956337,-72.856807,J1772,Circuit électrique,E,2020-08-28
Municipalité de Saint-Dominique - Bibliothèque municipale,1240 Principale,Saint-Dominique,QC,J0H 1L0,45.56360853846,-72.8520079448129,J1772,Circuit électrique,E,2021-09-11
Municipalité de Saint-Fabien-de-Panet,"215, rue Nadeau",Saint-Fabien-de-Panet,QC,G0R 2J0,46.654751,-70.14496,J1772,Circuit électrique,E,2019-07-17
Municipalité de Saint-Georges-de-Windsor,469 Principale,Saint-Georges-de-Windsor,QC,J0A 1J0,45.699643,-71.847115,J1772,Circuit électrique,E,2019-07-17
Municipalité de Saint-Hugues,171 Saint-Germain,Saint-Hugues,QC,J0H 1N0,45.791419,-72.858074,J1772,Circuit électrique,E,2021-08-22
Municipalité de Saint-Joachim - Coop Au coeur du village,645 Principale,Saint-Joachim-de-Shefford,QC,J0E 2G0,45.450086,-72.525491,J1772,Circuit électrique,E,2019-10-16
Municipalité de Saint-Liguori,371 rue Héroux,Saint-Liguori,QC,J0K 2X0,46.010386,-73.569419,J1772,Circuit électrique,E,2019-07-17
Municipalité de Saint-Michel-du-Squatec,150 Rue Saint-Joseph,Squatec,QC,G0K 1T0,47.881099,-68.71996,J1772,Circuit électrique,E,2019-07-17
224 rue des Loisirs,224 rue des Loisirs,Saint-Patrice-de-Sherrington,QC,J0L 2N0,45.165203,-73.521878,J1772,Circuit électrique,E,2020-09-10
234 rue des Loisirs,234 rue des Loisirs,Saint-Patrice-de-Sherrington,QC,J0L 2N0,45.165453,-73.522215,J1772,Circuit électrique,E,2020-09-10
Municipalité de Saint-Paulin - Bureau municipal,2871 rue Laflèche,Saint-Paulin,QC,J0K 3G0,46.419372,-73.013542,J1772,Circuit électrique,E,2020-01-25
Municipalité de Saint-Romain,"290, Rue Principale",Saint-Romain,QC,G0Y 1L0,45.78718990000001,-71.0933817,J1772,Circuit électrique,E,2023-06-29
Municipalité de Saint-Stanislas-de-Kostka - 221 rue Centrale,221 rue Centrale,Saint-Stanislas-de-Kostka,QC,J0S 1W0,45.1770025,-74.128868,J1772,Circuit électrique,E,2022-09-29
Municipalité de Saint-Sébastien,582 Rue Principale,St-Sébastien,QC,G0Y 1M0,45.782361,-70.969773,J1772,Circuit électrique,E,2019-07-17
Municipalité de Saint-Séverin - 1989 Place du Centre,1989 Place du Centre,Saint-Séverin,QC,G0X 2B0,46.667122,-72.502521,J1772,Circuit électrique,E,2019-10-17
Municipalité de Saint-Théodore-d'Acton,1661 Rue Principale,Saint-Théodore-d'Acton,QC,J0H 1Z0,45.685238,-72.582801,J1772,Circuit électrique,E,2022-12-09
Municipalité de Saint-Étienne-des-Grès,1260 rue Saint-Alphonse,Saint-Étienne-des-Grès,QC,G0X 2P0,46.441985,-72.771073,J1772,Circuit électrique,E,2019-07-17
Municipalité de Sainte-Agathe-des-Monts,37 rue Larocque E,Sainte-Agathe-des-Monts,QC,J8C 1H8,46.045507,-74.284095,J1772,Circuit électrique,E,2019-07-17
Municipalité de Sainte-Anne-de-la-Rochelle,142 rue Principale Est,Sainte-Anne-de-la-Rochelle,QC,J0E 2B0,45.404755,-72.401518,J1772,Circuit électrique,E,2019-07-17
Municipalité de Sainte-Germaine-Boulé,199 Chemin J.-Alfred-Roy,Sainte-Germaine-Boulé,QC,J0Z 1M0,48.603858,-79.115185,J1772,Circuit électrique,E,2019-11-28
Municipalité de St-Augustin-de-Woburn - Hôtel de V,590 rue Saint-Augustin,Woburn,QC,G0Y 1R0,45.384799,-70.86345,J1772,Circuit électrique,E,2019-07-17
Municipalité de St-Fabien - Bureau municipal,"20-A, 7e Avenue",Saint-Fabien,QC,G0L2Z0,48.293656,-68.866083,J1772,Circuit électrique,E,2023-06-03
Municipalité de St-Fabien - Pavillon des loisirs,"32, Avenue de l'Aréna",Saint-Fabien,QC,G0L 2Z0,48.292973,-68.862302,J1772,Circuit électrique,E,2023-05-27
Municipalité de St-Isidore-de-Clifton,64 Chemin Auckland,Saint-Isidore-de-Clifton,QC,J0B 2X0,45.265006,-71.511787,J1772,Circuit électrique,E,2019-07-17
Municipalité de St-Jacques-le-Mineur,14 Place de l'Église,Saint-Jacques-le-Mineur,QC,J0J 1Z0,45.279192,-73.415473,J1772,Circuit électrique,E,2022-12-22
Municipalité de St-Prime,599 rue Principale,St-Prime,QC,G8J 1T2,48.592814,-72.336293,J1772,Circuit électrique,E,2019-07-17
Municipalité de St-Thomas-Didyme,61 avenue du Moulin,Saint-Thomas-Didyme,QC,G0W 1P0,48.909921,-72.661664,J1772,Circuit électrique,E,2021-05-15
Municipalité de St-Zénon,"6191, Rue Principale",Saint-Zénon,QC,J0K 3N0,46.56194259999999,-73.8183772,J1772,Circuit électrique,E,2023-06-29
Municipalité de Ste-Mélanie,"21, Rue Louis Charles Panet",Sainte-Mélanie,QC,J0K 3A0,46.1347454,-73.51312949999999,J1772,Circuit électrique,E,2023-06-08
Municipalité de Ste-Sophie,2199 boul. Ste-Sophie,Ste-Sophie,QC,J5J 2P6,45.8191941821275,-73.8973713726693,J1772,Circuit électrique,E,2019-07-17
Municipalité de Ste-Élisabeth - Caserne,2280 Principale,Sainte-Élisabeth,QC,J0K 2J0,46.095904,-73.350571,J1772,Circuit électrique,E,2019-11-30
Municipalité de Tring Jonction,247 rue Notre-Dame,Tring-Jonction,QC,G0N 1V0,46.272706,-70.995592,J1772,Circuit électrique,E,2022-11-05
Municipalité de Val-Brillant,8 Rue des Cèdres,Val-Brillant,QC,G0J 3L0,48.534465,-67.547256,J1772,Circuit électrique,E,2021-05-26
Municipalité de Verchères,3 Rue du Collège,Verchères,QC,J0L 2R0,45.775791,-73.357087,J1772,Circuit électrique,E,2022-07-17
Municipalité de Weedon,520 2e Avenue,Weedon,QC,J0B 3J0,45.707367,-71.460658,J1772,Circuit électrique,E,2019-07-17
Municipalité de Wotton - Hôtel de Ville,396 Rue Mgr L'Heureux,Wotton,QC,J0A 1N0,45.736191,-71.809893,J1772,Circuit électrique,E,2019-07-17
Municipalité de l'Ascension de Notre Seigneur,1000 1re Rue Est,L'Ascension-de-Notre-Seigneur,QC,G0W 1Y0,48.691492,-71.670345,J1772,Circuit électrique,E,2022-12-22
Municipalité de la Doré - Branché au travail,4998 des Saules,La Doré,QC,G8J 1G9,48.71301663654373,-72.65010752887892,J1772,Circuit électrique,E,2019-09-18
Municipalité du Canton de Saint-Camille,"93, Desrivières",Saint-Camille,QC,J0A 1G0,45.682847,-71.70256,J1772,Circuit électrique,E,2019-07-17
Municipalité du Lac-Drolet - Stat. CPE La Petite B,700 rue Principal,Lac-Drolet,QC,G0Y 1C0,45.71969,-70.8505,J1772,Circuit électrique,E,2019-07-17
Municipalité régionale de comté de Pierre-De Saurel,50 rue du Fort,Sorel-Tracy,QC,J3P 7X7,46.046724,-73.115656,J1772,Circuit électrique,E,2019-12-14
Musée J. Armand Bombardier,1001 Avenue J.A. Bombardier,Valcourt,QC,J0E 2L0,45.494204,-72.310161,J1772,Circuit électrique,E,2019-07-17
Mécaligne,175 boulevard Industriel,Rouyn-Noranda,QC,G1N 4C2,48.221448,-79.019624,J1772,Circuit électrique,E,2019-07-17
Métis-sur-Mer - Halte-sur-Mer,143 rue Principale,Métis-sur-Mer,QC,G0J 1S0,48.683919,-67.964553,J1772,Circuit électrique,E,2020-08-28
NDIP - 1300 Boul. Don-Quichotte,1300 Boul. Don-Quichotte,Notre Dame Ile-Perrot,QC,J7V 9E2,45.378038,-73.92713,J1772,Circuit électrique,E,2019-07-17
Nicolet - Hôtel de Ville,180 Rue de Monseigneur Panet,Nicolet,QC,J3T 1S6,46.226455,-72.61628,J1772,Circuit électrique,E,2019-07-17
Nicolet - Parc écomaritime,845 Chemin du Fleuve-Ouest,Nicolet,QC,J3T 1B4,46.251811,-72.639103,J1772,Circuit électrique,E,2022-04-14
Normandin - Parc du Centenaire,1048 Écoles,Normandin,QC,G8M 3Z2,48.836237,-72.5281,J1772,Circuit électrique,E,2020-10-29
North Hatley - 3090 chemin Capelton,"3090, Chemin Capelton",North Hatley,QC,J0B 2C0,45.2788358,-71.9730312,J1772,Circuit électrique,E,2023-08-02
North Hatley - 313-319 Chem. de la Rivière,313-319 Chem. de la Rivière,North Hatley,QC,J0B 2C0,45.275789821836,-71.9729095836393,J1772,Circuit électrique,E,2022-06-15
Nouveau Monde Graphite - Hotel-Motel Central,510 Rue Brassard,Saint-Michel-des-Saints,QC,J0K 3B0,46.6775,-73.9171,J1772,Circuit électrique,E,2019-07-17
Noyan - Stat. du Parc MacCallum,1274 chemin de la Petite-France,Noyan,QC,J0J 1B0,45.064303,-73.29843,J1772,Circuit électrique,E,2019-07-17
Office du tourisme,92 chemin des Patriotes,Sorel-Tracy,QC,J3P 2K7,46.033118,-73.116387,J1772,Circuit électrique,E,2020-08-28
PJC - Greenfield Park,3216 boulevard Taschereau,Greenfield Park,QC,J4V 2H3,45.495291168277,-73.4836227681922,J1772,Circuit électrique,E,2019-07-17
Palmarolle - Centre communautaire,124 rue Principale,Palmarolle,QC,J0Z 3C0,48.663626,-79.2,J1772,Circuit électrique,E,2021-05-15
Parc Angora,4125 rue d'Argenson,Terrebonne,QC,J6X 4T1,45.712406,-73.669248,J1772,Circuit électrique,E,2019-11-20
Parc Carpe Diem,"9920, Boulevard Lacroix",Saint-Georges,QC,G5Y 1K1,46.1286063,-70.688062,J1772,Circuit électrique,E,2021-02-03
Parc Carre Royal,170 rue Durocher,Massueville,QC,J0G 1K0,45.910745,-72.929129,J1772,Circuit électrique,E,2019-12-03
Parc Forillon 2,1501 Boul. Forillon,Gaspé,QC,G4X 6L1,48.85654961791718,-64.37359942778934,J1772,Circuit électrique,E,2023-05-12
Parc Francis-Xavier-Fontaine - Sainte-Catherine,200 Rue Centrale,Sainte-catherine,QC,J5C 0C5,45.40572,-73.57329,J1772,Circuit électrique,E,2020-12-08
Parc J.-B.-St-Germain,175 Principale,Yamaska,QC,J0G 1W0,46.01133,-72.913448,J1772,Circuit électrique,E,2020-01-17
Parc Lac-Beauchamp,741 Boulevard Maloney Est,Gatineau,QC,J8P 7M4,45.491889,-75.623028,J1772,Circuit électrique,E,2019-07-17
Parc Lespérance,600 Avenue Oak,Saint-Lambert,QC,J4P 2R6,45.503729,-73.504283,J1772,Circuit électrique,E,2019-08-17
Parc Montréal-Est,9839 rue Notre-Dame,Montréal-Est,QC,H1B 2W6,45.612501,-73.510362,J1772,Circuit électrique,E,2019-10-31
Parc Optimiste,5100 Boul. Marie-Victorin,Sainte-Catherine,QC,J5C 1L9,45.4042236089772,-73.563789968118,J1772,Circuit électrique,E,2020-12-24
Parc Pierre-Arpin,19 Montée Sainte-Victoire,Sainte-Victoire-de-Sorel,QC,J0G 1T0,45.976833,-73.137056,J1772,Circuit électrique,E,2019-12-27
Parc Smith,29 Rue du Carmel,Danville,QC,J0A 1A0,45.784458,-72.014565,J1772,Circuit électrique,E,2020-02-07
Parc St-Thomas,332 Avenue Saint-Thomas-de-Caxton,Saint-Étienne-des-Grès,QC,G0X 2P0,46.367191,-72.789341,J1772,Circuit électrique,E,2022-12-23
Parc de Saint-Laurent,280 rue Notre-Dame,Repentigny,QC,J6A 2R6,45.726274,-73.457723,J1772,Circuit électrique,E,2020-01-17
Parc de l'Église,567 rang 7,SAINT-CLAUDE,QC,J0B 2N0,45.65947,-71.975824,J1772,Circuit électrique,E,2019-08-09
Parc de la Pointe-aux-Pins,Rue du Fleuve,Saint-Joseph-de-Sorel,QC,J3R 3N9,46.048201,-73.1274,J1772,Circuit électrique,E,2019-11-19
Parc de la Pointe-du-vieux-moulin 974 rue Principale,974 Principale,Lac-aux-Sables,QC,G0X 1M0,46.86667,-72.387099,J1772,Circuit électrique,E,2019-10-18
Parc de la rivière Batiscan,200 chemin du Barrage,St-Narcisse,QC,G0X 2Y0,46.551496,-72.411876,J1772,Circuit électrique,E,2022-12-23
Parc des Jardins-Lavigne,250 Avenue du Bois-Franc,Gatineau,QC,J9J 2S1,45.4175342601701,-75.8392912576749,J1772,Circuit électrique,E,2021-09-24
Parc des Patriotes,155 Principale,Saint-Roch-de-Richelieu,QC,J0L 2M0,45.889444,-73.155909,J1772,Circuit électrique,E,2019-12-19
Parc des Salines,5330 Martineau,Saint-Hyacinthe,QC,J2S 1T8,45.647792,-72.958452,J1772,Circuit électrique,E,2019-07-17
Parc des Sept chutes,49e Rue Nord,Saint-Georges,QC,G0M 0Z5,46.1130492,-70.7085671,J1772,Circuit électrique,E,2022-03-17
Parc des Synergies - Rue Langevin,0 rue Langevin (En face de la bibliothèque),Saint-Boniface,QC,G0X 2L0,46.501214,-72.830371,J1772,Circuit électrique,E,2019-11-23
Parc des Trois-Bérets,260 Caron,Saint-Jean-Port-Joli,QC,G0R 3G0,47.212558,-70.271937,J1772,Circuit électrique,E,2019-08-17
Parc des Éperviers-rue Rivelaine,89 rue Rivelaine,Notre-Dame-de-l'Île-Perrot,QC,J7V 8P1,45.385993,-73.933951,J1772,Circuit électrique,E,2019-07-17
Parc du Bois-Brûlé,"1022, Rue de la Visitation",Saint-Charles-Borromée,QC,J6E 7Y8,46.06059200000001,-73.480745,J1772,Circuit électrique,E,2022-08-30
Parc du repos,"1350, Rue Saint-Pierre",Saint-Valérien-de-Milton,QC,J0H 2B0,45.563422,-72.710826,J1772,Circuit électrique,E,2023-05-11
Parc d’escalade et de Randonnée de la Montagne d’Argent,1000 route de la Montagne D'Argent,La Conception,QC,J0T 1M0,46.126348,-74.680297,J1772,Circuit électrique,E,2019-08-31
Parc naturel régional de Portneuf,423 Principale,Saint-Alban,QC,G0A 3B0,46.711751,-72.077074,J1772,Circuit électrique,E,2020-11-05
Parc régional du Mont-Ham,103 Route 257 Ouest,Ham-Sud,QC,J0B 3J0,45.779984,-71.643339,J1772,Circuit électrique,E,2019-07-17
Pavillon Gérard-Bisaillon,2220 Rue de l'Université,Québec,QC,G1V 0A6,46.783191,-71.265302,J1772,Circuit électrique,E,2020-03-13
Pavillon Joseph-Angers,3780 rue de la Fabrique,Jonquière,QC,G7X 3P4,48.40651527044618,-71.24598379334752,J1772,Circuit électrique,E,2022-10-01
Pavillon Lionel-Gaudreau,3770 rue Panet,Jonquière,QC,G7X 3P3,48.40419070093176,-71.24556296333787,J1772,Circuit électrique,E,2022-11-11
Pharmaprix Varennes,2444 boulevard René-Gaultier suite 106,Varennes,QC,J3X 1X7,45.687389,-73.430333,J1772,Circuit électrique,E,2020-08-28
Piopolis - Édifice Municipal,403 rue principale,Piopolis,QC,G0Y 1H0,45.4858244762823,-70.9075709325409,J1772,Circuit électrique,E,2019-07-17
Place Consumaj,3255 Boulevard Laframboise,Saint-Hyacinthe,QC,J2S 4Z6,45.63596,-72.96813,J1772,Circuit électrique,E,2019-07-17
Place Québec,880 Avenue Honoré Mercier,Québec,QC,G1R 5M6,46.810573,-71.216449,J1772,Circuit électrique,E,2019-07-17
Place Victoria SEC,151-169 Rue Victoria,Salaberry-de-Valleyfield,QC,J6T 1A5,45.256228,-74.127893,J1772,Circuit électrique,E,2021-02-11
Place des Arts,1450 rue St-Urbain,Montréal,QC,H5B 1E4,45.5091667175293,-73.5659484863281,J1772,Circuit électrique,E,2019-07-17
Plessisville - Hôtel de Ville,"1700, rue Saint-Calixte",Plessisville,QC,G6L 1R3,46.2186422337573,-71.7714667303657,J1772,Circuit électrique,E,2019-07-17
Ville de Sainte-Anne-des-Plaines – Hôtel de ville,139 Boulevard Sainte-Anne-des-Plaines,Sainte-Anne-des-Plaines,QC,J0N 1H0,45.760608,-73.815132,J1772,Circuit électrique,E,2019-11-12
Pointe-Claire - Centre Aquatique/Aréna Bob Birnie,58 Av. Maywood,Pointe-Claire,QC,H9R 0A7,45.4498,-73.813858,J1772,Circuit électrique,E,2019-07-17
Pontiac - 602 route 301N - Campbell's Bay,602 Route 301 N,Campbell's Bay,QC,J0X 1K0,45.73635,-76.59279,J1772,Circuit électrique,E,2020-12-15
Portneuf - Stationnement municipal,297 1ère Avenue,Portneuf,QC,G0A 2Y0,46.690817,-71.888992,J1772,Circuit électrique,E,2020-11-12
Preissac - Tour d'observation,490 Avenue du Lac,Preissac,QC,J0Y 2E0,48.31995,-78.39324,J1772,Circuit électrique,E,2020-09-03
Princeville - Édifice Jean-Louis St-Hilaire,25 rue St-Jacques Est,Princeville,QC,G6L 5C3,46.173094,-71.874854,J1772,Circuit électrique,E,2023-04-22
Promenade du p'tit quai,21 avenue Parent,Port-Cartier,QC,G5B 1H3,50.0209635599748,-66.8752965676334,J1772,Circuit électrique,E,2019-12-19
Québec - Amphithéâtre,250-B boulevard Wilfrid-Hamel,Québec,QC,G1L 5A7,46.8277648047916,-71.25003562006,J1772,Circuit électrique,E,2019-07-17
Québec - Bibliothèque Charles-H.-Blais,1363 Avenue Maguire,Québec,QC,G1T 1Z2,46.7792439675849,-71.2502078483917,J1772,Circuit électrique,E,2022-08-23
Québec - Bibliothèque Félix Leclerc,1465 Rue de l'Innovation,Québec,QC,G3K 2P9,46.8575865847027,-71.4197460061168,J1772,Circuit électrique,E,2019-07-17
Québec - Bibliothèque Monique-Corriveau,1100 Route de l'Église,Québec,QC,G1V 3V9,46.7704823710579,-71.2941065565169,J1772,Circuit électrique,E,2019-07-17
Québec - Bureau d'arrondissement 3,1130 route de l'Église,Québec,QC,G1V 4X6,46.769405,-71.29352,J1772,Circuit électrique,E,2019-07-17
"999, Avenue de Rochebelle","999, Avenue de Rochebelle",Québec,QC,G1V 0J6,46.76977,-71.30161,J1772,Circuit électrique,E,2022-06-21
Québec - Centre sportif Marc-Simoneau,3500 Cambronne,Québec,QC,G1E 7H2,46.8623467973543,-71.208778709834,J1772,Circuit électrique,E,2019-07-17
Québec - Complexe de Soccer Chauveau,7200 Boulevard de l'Ormière,Québec,QC,G2C 1C1,46.826728,-71.34083,J1772,Circuit électrique,E,2019-07-17
Québec - Espace K,250 boul. Wilfrid-Hamel Espace K,Québec,QC,G1K 5A7,46.827007,-71.247085,J1772,Circuit électrique,E,2020-08-28
Québec - Hôtel de Ville,"2, rue des Jardins Hôtel de Ville",Québec,QC,G1R 4S9,46.814167,-71.20864,J1772,Circuit électrique,E,2020-08-28
Québec - Marché du Vieux Port,160 Quai Saint-André,Québec,QC,G1K 3Y2,46.8179401907117,-71.2084320522953,J1772,Circuit électrique,E,2023-02-23
REM - Brossard,"8200, Boulevard de Rome",Brossard,QC,J4Z 3H8,45.43895118040348,-73.43198830556634,J1772,Circuit électrique,E,2023-08-02
REM - Panama,"1895, Avenue Panama",Brossard,QC,J4W 3C6,45.4680009,-73.4682043,J1772,Circuit électrique,E,2023-08-02
RIO - Parc Olympique,4141 Avenue Pierre-De Coubertin,Montréal,QC,H1V 3N7,45.5554177287515,-73.5513811997223,J1772,Circuit électrique,E,2019-07-17
RIO - Parc Olympique 2,3200 Rue Viau,Montréal,QC,H1V 3J3,45.560388,-73.55135,J1772,Circuit électrique,E,2019-07-17
RIO - Parc Olympique 3,"4545, Avenue Pierre-De Coubertin",Montréal,QC,H1V 0B2,45.556078,-73.550793,J1772,Circuit électrique,E,2021-01-09
BMR (Groupe Anctil) - Materiaux Magog,205 Rue Centre,Magog,QC,J1X 5B6,45.275761,-72.125822,J1772,Circuit électrique,E,2019-07-17
RONA - Anjou,7273 boul. des Galeries-d'Anjou,Anjou,QC,H1M 2W2,45.5977668762207,-73.5607376098633,J1772,Circuit électrique,E,2019-07-17
RONA - Beloeil,500 rue Serge-Pépin,Beloeil,QC,J3G 0C3,45.5925483703613,-73.1993179321289,J1772,Circuit électrique,E,2019-07-17
RONA - Brossard,9800 boul. Leduc,Brossard,QC,J4Y 0B4,45.438304901123,-73.4407501220703,J1772,Circuit électrique,E,2019-07-17
RONA - Québec,1500 rue Bouvier,Québec,QC,G2K 1N8,46.827658,-71.293394,J1772,Circuit électrique,E,2019-07-17
RONA - Saint-Bruno,1221 boul. des Promenades,Saint-Bruno,QC,J3V 6H1,45.5014477134337,-73.3777637481689,J1772,Circuit électrique,E,2019-07-17
RONA - Siège social,220 Chemin du Tremblay,Boucherville,QC,J4B 5X9,45.5635650111636,-73.4214245714111,J1772,Circuit électrique,E,2019-07-17
RONA - St-Jérôme,1025 Jean-Baptiste-Rolland O,St-Jérôme,QC,J7Y 4Y7,45.767139,-74.019012,J1772,Circuit électrique,E,2019-07-17
Racine - Caisse populaire Desjardins,"145, route 222",Racine,QC,J0E 1Y0,45.503649,-72.24831,J1772,Circuit électrique,E,2019-07-17
Relais Plein Air du parc de Gatineau,"397, Boulevard de la Cité-des-Jeunes",Gatineau,QC,J8Z 3P9,45.46212927791512,-75.77431439900083,J1772,Circuit électrique,E,2023-06-08
Relais des Navigateurs (Esso),1070 route Marie-Victorin,Deschaillons-sur-Saint-Laurent,QC,G0S 1G0,46.5557663325174,-72.1174786385617,J1772,Circuit électrique,E,2019-07-17
Repentigny - 225 J-A Paré,225 boul. J. A. Paré,Repentigny,QC,J5Z 4M6,45.762249,-73.476929,J1772,Circuit électrique,E,2019-07-17
Repentigny - 435 Notre-Dame,435 rue Notre-Dame,Repentigny,QC,J6A 2T3,45.738053,-73.44853,J1772,Circuit électrique,E,2019-07-17
Repentigny - Centre Récréatif,740 Pontbriand,Repentigny,QC,J6A 8E1,45.757246,-73.453102,J1772,Circuit électrique,E,2020-10-21
Repentigny - Complexe Sportif Gilles-Tremblay,223 Rue Jacques Plante,Repentigny,QC,J5Y 0B4,45.789866,-73.412629,J1772,Circuit électrique,E,2019-07-17
Repentigny - Espace culturel,457 rue Robillard,Repentigny,QC,J6A 2J6,45.739811,-73.450493,J1772,Circuit électrique,E,2020-10-22
Repentigny - Parc Champigny,225 rue Champigny,Repentigny,QC,J6A 2B6,45.728444,-73.476056,J1772,Circuit électrique,E,2020-10-21
Repentigny - Parc Larochelle,"366, Rue Marquis",Repentigny,QC,J6A 6B7,45.74190909268792,-73.46805447289945,J1772,Circuit électrique,E,2023-05-27
Repentigny - Parc Rivest,"685, Boulevard Iberville",Repentigny,QC,J6A 2A5,45.757188,-73.436953,J1772,Circuit électrique,E,2023-05-27
Repentigny - Parc de l'île Lebel,396 Notre-Dame,Repentigny,QC,J6A 2T1,45.735105,-73.450209,J1772,Circuit électrique,E,2020-02-06
Repentigny - Piscine Municipale,130 Rue Valmont,Repentigny,QC,J5Y 1N9,45.764371,-73.435207,J1772,Circuit électrique,E,2019-07-17
Restaurant Chez Henri-Majeau et fils Inc.,"30, rue de la Visitation",Saint-Charles-Borromée,QC,J6E 4M8,46.038317,-73.443654,J1772,Circuit électrique,E,2019-07-17
BRCC - Richelieu - Bureau d'information touristique,2365 ch. des Patriotes,Richelieu,QC,J3L 6M6,45.4119430520887,-73.2417194483479,"J1772, J1772COMBO",Circuit électrique,E,2019-07-17
Rimouski Toyota,409 Avenue Léonidas S,Rimouski,QC,G5M 1A1,48.453878,-68.49929,J1772,Circuit électrique,E,2019-07-17
Rivière-Bleue - Hôtel de Ville,32 rue des Pins E,Rivière-Bleue,QC,G0L 2B0,47.43572,-69.042077,J1772,Circuit électrique,E,2019-07-17
VilleRDL - Information touristique,189 boul. de l’Hôtel-de-Ville,Rivière-du-Loup,QC,G5R 5C4,47.8298697546843,-69.5452771951066,J1772,Circuit électrique,E,2019-07-17
Rosemère - Bibliothèque,"339, Chemin de la Grande-Côte",Rosemère,QC,J7A 1K2,45.636897,-73.79253,J1772,Circuit électrique,E,2023-06-29
Rosemère - Bibliothèque Municipale,339 chemin Grande-Côte,Rosemère,QC,J7A 1K2,45.636813,-73.79234,J1772,Circuit électrique,E,2019-07-17
Rosemère - Hôtel de Ville,100 rue Charbonneau,Rosemère,QC,J7A 3W1,45.639045,-73.78594,J1772,Circuit électrique,E,2019-07-17
Rouyn-Noranda - Aréna Jacques-Laperrière,222 avenue Dallaire,Rouyn-Noranda,QC,J9X 5C3,48.236572,-79.02284,J1772,Circuit électrique,E,2020-01-17
Rouyn-Noranda - Aéroport Régional,80 avenue de l'Aéroport,Rouyn-Noranda,QC,J9Y 0G1,48.21241,-78.829522,J1772,Circuit électrique,E,2020-12-09
Rouyn-Noranda - Centre communautaire d'Évain,"100, rue Yvette-Leblanc",Rouyn-Noranda,QC,J0Z 1Y0,48.241549,-79.133491,J1772,Circuit électrique,E,2022-10-01
Rouyn-Noranda - Horoparc de la 8e Rue,8e Rue,Rouyn-Noranda,QC,J9X 2A5,48.24766,-79.017151,J1772,Circuit électrique,E,2022-10-01
Rouyn-Noranda - Place de la Citoyenneté,130 rue Perreault Est,Rouyn-Noranda,QC,J9X 3C4,48.237749,-79.01687,J1772,Circuit électrique,E,2019-07-17
Rouyn-Noranda - Place du Commerce,152 avenue Principale,Rouyn-Noranda,QC,J9X 4P7,48.238578,-79.021376,J1772,Circuit électrique,E,2019-07-17
Rouyn-Noranda - Salle communautaire de d'Alembert,"5087, rue Saguenay",Rouyn-Noranda,QC,J9Y 0B1,48.361687,-79.017137,J1772,Circuit électrique,E,2022-10-01
Rouyn-Noranda - Stationnement de l'avenue du Lac,"1, Avenue du Lac",Rouyn-Noranda,QC,J9X 4N6,48.24181932689811,-79.01863456894066,J1772,Circuit électrique,E,2022-10-01
Rue Adams - coin Child,150 Rue Child,Coaticook,QC,J1A 2B3,45.134797,-71.804752,J1772,Circuit électrique,E,2022-12-23
Rue Centre-Sportif,2 boulevard Ouellet,Warwick,QC,J0A 1M0,45.946962,-71.998388,J1772,Circuit électrique,E,2023-02-18
Rue Sainte-Anne,"93, Rue Sainte Anne",Sainte-Anne-de-Bellevue,QC,H9X 1L9,45.4036574,-73.9515066,J1772,Circuit électrique,E,2023-05-18
Rue St-thomas,140 rue Principale,Saint-Louis-de-Gonzague,QC,J0S 1T0,45.214834,-73.998091,J1772,Circuit électrique,E,2023-01-20
RécréoParc - Pavillon d'accueil,"5340, Boul. Marie Victorin",Sainte-Catherine,QC,J5C 1L9,45.409165,-73.587041,J1772,Circuit électrique,E,2019-07-17
Régie intermunicipale du Parc régional de la Rivière-du-Nord,"750, Chemin de la Rivière du Nord",Saint-Jérôme,QC,J7Y 5H1,45.7993392,-74.0276683,J1772,Circuit électrique,E,2021-11-06
Réno-Dépôt - Laval,1505 boul. Le Corbusier,Laval,QC,H7S 1Z3,45.5614051818848,-73.7268371582031,J1772,Circuit électrique,E,2019-07-17
